40,31,1
40,32,1
40,33,1
40,34,1
40,35,1
40,36,1
40,37,1
40,38,1
40,39,1
40,40,1
40,41,1
40,42,1
40,43,1
40,44,1
40,45,1
40,46,1
40,47,1
40,48,1
40,49,1
40,50,1
40,51,1
40,52,1
40,53,1
40,54,1
40,55,1
40,56,1
40,57,1
40,58,1
40,59,1
40,60,1
40,61,1
40,62,1
40,63,1
40,64,1
40,65,1
40,66,1
40,67,1
40,68,1
40,69,1
40,70,1
40,71,1
40,72,1
40,73,1
40,74,1
40,75,1
40,76,1
40,77,1
40,78,1
40,79,1
40,80,1
40,81,1
40,82,1
40,83,1
40,84,1
40,85,1
40,86,1
40,87,1
40,88,1
40,89,1
40,90,1
40,91,1
40,92,1
40,93,1
40,94,1
40,95,1
40,96,1
40,97,1
40,98,1
40,99,1
40,100,1
40,101,1
40,102,1
40,103,1
40,104,1
40,105,1
40,106,1
40,107,1
40,108,1
40,109,1
40,110,1
40,111,1
40,112,1
40,113,1
40,114,1
40,115,1
40,116,1
40,117,1
40,118,1
40,119,1
40,120,1
40,121,1
40,122,1
40,123,1
40,124,1
40,125,1
40,126,1
40,127,1
40,128,1
40,129,1
40,130,1
40,131,1
40,132,1
40,133,1
40,134,1
40,135,1
40,136,1
40,137,1
40,138,1
40,139,1
40,140,1
40,141,1
40,142,1
40,143,1
40,144,1
40,145,1
40,146,1
40,147,1
40,148,1
40,149,1
40,150,1
40,151,1
40,152,1
40,153,1
40,154,1
40,155,1
40,156,1
40,157,1
40,158,1
40,159,1
40,160,1
40,161,1
40,162,1
41,163,1
41,164,1
42,165,1
42,166,1
43,167,1
43,168,1
43,169,1
43,170,1
43,171,1
43,172,1
43,173,1
43,174,1
43,175,1
43,176,1
43,177,1
43,178,1
43,179,1
43,180,1
43,181,1
43,182,1
42,183,1
42,184,1
41,185,1
41,186,1
40,187,1
40,188,1
40,189,1
40,190,1
40,191,1
40,192,1
40,193,1
40,194,1
40,195,1
40,196,1
40,197,1
40,198,1
40,199,1
40,200,1
40,201,1
40,202,1
40,203,1
40,204,1
40,205,1
40,206,1
40,207,1
40,208,1
40,209,1
40,210,1
40,211,1
40,212,1
40,213,1
40,214,1
40,215,1
40,216,1
40,217,1
40,218,1
40,219,1
40,220,1
40,221,1
40,222,1
40,223,1
40,224,1
40,225,1
40,226,1
40,227,1
40,228,1
40,229,1
40,230,1
40,231,1
40,232,1
40,233,1
40,234,1
40,235,1
40,236,1
40,237,1
40,238,1
40,239,1
40,240,1
40,241,1
40,242,1
40,243,1
40,244,1
40,245,1
40,246,1
40,247,1
40,248,1
40,249,1
40,250,1
40,251,1
40,252,1
40,253,1
40,254,1
40,255,1
40,256,1
40,257,1
40,258,1
40,259,1
40,260,1
40,261,1
40,262,1
40,263,1
40,264,1
40,265,1
40,266,1
40,267,1
40,268,1
40,269,1
40,270,1
40,271,1
40,272,1
40,273,1
40,274,1
40,275,1
40,276,1
40,277,1
40,278,1
40,279,1
40,280,1
40,281,1
40,282,1
40,283,1
40,284,1
40,285,1
40,286,1
40,287,1
40,288,1
40,289,1
41,290,1
41,291,1
42,292,1
42,293,1
43,294,1
43,295,1
43,296,1
43,297,1
43,298,1
43,299,1
43,300,1
43,301,1
43,302,1
43,303,1
43,304,1
43,305,1
43,306,1
43,307,1
43,308,1
43,309,1
43,310,1
43,311,1
42,312,1
42,313,1
41,314,1
41,315,1
40,316,1
40,317,1
40,318,1
40,319,1
40,320,1
40,321,1
40,322,1
40,323,1
40,324,1
40,325,1
40,326,1
40,327,1
40,328,1
40,329,1
40,330,1
40,331,1
41,332,1
41,333,1
42,334,1
42,335,1
43,336,1
43,337,1
43,338,1
43,339,1
42,340,1
42,341,1
41,342,1
41,343,1
40,344,1
40,345,1
40,346,1
40,347,1
40,348,1
40,349,1
40,350,1
40,351,1
40,352,1
40,353,1
40,354,1
40,355,1
40,356,1
40,357,1
40,358,1
40,359,1
40,360,1
40,361,1
40,362,1
40,363,1
40,364,1
40,365,1
40,366,1
40,367,1
40,368,1
40,369,1
40,370,1
